X,Original_Y,Salted_Y
0,0,5.376671395461
1,2,20.3388501459509
2,4,-18.5884686100365
3,6,14.6217332036812
4,8,11.1876523985898
5,10,-3.07688296305273
6,12,7.66407977694316
7,14,17.4262446653865
8,16,51.7839693972576
9,18,45.6943702988488
10,20,6.50113059843479
11,22,52.3492346633185
12,24,31.2540422494611
13,26,25.3694512681034
14,28,35.147429038261
15,30,27.9503394170023
16,32,30.7585565178369
17,34,48.8969760778546
18,36,50.0903448980048
19,38,52.1719241342961
20,40,46.7149713360808
21,42,29.9251307731496
22,44,51.1723865132884
23,46,62.3023528916473
24,48,52.8889377031179
25,50,60.3469300991786
26,52,59.2688513338324
27,54,50.9655907521398
28,56,58.9387146709666
29,58,50.1271719624136
30,60,68.8839563175764
31,62,50.5292989303085
32,64,53.3112954183197
33,66,57.9050130557512
34,68,38.557158380051
35,70,84.383802928151
36,72,75.251905394562
37,74,66.450716808303
38,76,89.7029854009523
39,78,60.884835811463
40,80,78.9775755391451
41,82,79.5855295839264
42,84,87.192067391655
43,86,89.1285859663743
44,88,79.3512008267554
45,90,89.6994870380373
46,92,90.3512098079096
47,94,100.277072875287
48,96,106.932656690395
49,98,109.092732976144
50,100,91.3634717801129
51,102,102.773590911304
52,104,91.8588295638459
53,106,94.8649925851324
54,108,107.931506718967
55,110,125.326303082848
56,112,104.303340862463
57,114,117.713788127601
58,116,113.744155977287
59,118,129.173561388145
60,120,109.109357049478
61,122,122.32557464165
62,124,129.525270211122
63,126,137.006102178809
64,128,143.44211895504
65,130,130.859311331754
66,132,117.084096893624
67,134,126.576981627401
68,136,125.3841826668
69,138,161.50457224002
70,140,133.843981185331
71,142,149.48076783704
72,144,142.075814894117
73,146,154.886104254207
74,148,140.351507634321
75,150,135.977310306612
76,152,137.776240749085
77,154,158.881939098599
78,156,154.226248433812
79,158,156.039465121927
80,160,174.193101506426
81,162,164.915843739842
82,164,165.978110534644
83,166,181.876990899741
84,168,159.955340436505
85,170,176.966244158496
86,172,180.350881650727
87,174,171.56284859622
88,176,178.156700864037
89,178,166.34156068518
90,180,168.520472211014
91,182,183.048747160165
92,184,191.22254032225
93,186,211.854912526162
94,188,181.331093292986
95,190,191.873310245789
96,192,191.17505574629
97,194,174.66977082149
98,196,191.610338460652
99,198,180.053211585449
100,200,208.403755297539
101,202,193.11967917671
102,204,205.000928331393
103,206,200.554710700095
104,208,211.035207946494
105,210,203.996734378663
106,212,216.899653211739
107,214,221.393631236045
108,216,233.118877829816
109,218,216.058764642417
110,220,198.616447305601
111,222,213.604112526634
112,224,237.545943280046
113,226,215.278447116157
114,228,237.609538697406
115,230,231.240498000032
116,232,246.366966227189
117,234,214.39100000635
118,236,234.023017740258
119,238,225.921545147402
120,240,269.080080307294
121,242,250.252188942285
122,244,257.789719779166
123,246,235.418197420126
124,248,243.313844188994
125,250,247.275305907498
126,252,262.984246178886
127,254,251.221280672124
128,256,263.015414581633
129,258,237.481837000889
130,260,256.461500022256
131,262,253.764134748431
132,264,248.229429772008
133,266,271.079746509059
134,268,270.819840636706
135,270,270.334798822444
136,272,258.663220565719
137,274,285.274922783416
138,276,279.501794106033
139,278,275.00933969667
140,280,280.228897927516
141,282,279.380045650339
142,284,266.497876315532
143,286,283.143490284047
144,288,279.686334884324
145,290,280.207936948327
146,292,280.43598344336
147,294,288.66442890684
148,296,275.973642641169
149,298,307.642294226316
150,300,305.200601014555
151,302,301.799721483575
152,304,303.652289139715
153,306,298.018364154359
154,308,318.186852821286
155,310,308.667825204923
156,312,304.854698362128
157,314,327.513857684267
158,316,313.752289439474
159,318,312.109709692792
160,320,317.062464022646
161,322,313.520737563621
162,324,312.798716987563
163,326,351.259996921183
164,328,344.554975928873
165,330,333.075351592383
166,332,319.428816406479
167,334,325.345319694452
168,336,334.234658857685
169,338,345.914160616286
170,340,326.679955786848
171,342,318.701328441949
172,344,329.509027071613
173,346,349.335108330658
174,348,351.913536044329
175,350,354.516794189282
176,352,350.697153468543
177,354,355.836890958619
178,356,351.238469833809
179,358,366.620216115569
180,360,346.383055291292
181,362,366.550295564443
182,364,355.512906200663
183,366,362.65113061036
184,368,373.527833459446
185,370,380.39090653505
186,372,360.823613167348
187,374,386.606587091209
188,376,382.60143141047
189,378,377.321344464573
190,380,378.047788021012
191,382,379.823936498568
192,384,380.968923786483
193,386,386.230456244251
194,388,388.512903558488
195,390,398.260627902116
196,392,407.269766867334
197,394,398.669144356847
198,396,393.902866616113
199,398,404.251903570876
200,400,401.832272630014
201,402,391.702324564334
202,404,413.49221831131
203,406,409.070619191467
204,408,409.351749420995
205,410,415.152463355248
206,412,414.614063240554
207,414,404.585142290446
208,416,414.376623271962
209,418,416.539453656685
210,420,414.679886231912
211,422,438.821035946632
212,424,415.2427065384
213,426,421.161849498899
214,428,420.879954509726
215,430,418.257876685432
216,432,430.077604824607
217,434,431.259297700674
218,436,451.300725144241
219,438,435.509752574863
220,440,429.357865871107
221,442,458.0345729812
222,444,456.346791468908
223,446,443.703735490368
224,448,432.938402960203
225,450,445.55372183553
226,452,450.440589642752
227,454,456.760682539315
228,456,453.388363542235
229,458,462.434219129041
230,460,463.918942094325
231,462,449.493210931736
232,464,454.520390776686
233,466,458.588939060596
234,468,462.921824497218
235,470,466.794244933998
236,472,472.124690413616
237,474,443.708226585959
238,476,471.429853591284
239,478,490.424484063907
240,480,469.332986010153
241,482,491.337281626712
242,484,487.503210013561
243,486,485.709942362913
244,488,489.82452167506
245,490,474.349439858493
246,492,491.154605201823
247,494,510.039463506029
248,496,496.983477746401
249,498,498.413736134896
250,500,492.658308873033
251,502,501.691862699877
252,504,506.323470126245
253,506,510.263875574089
254,508,504.271912582765
255,510,507.635454162428
256,512,532.23690886603
257,514,491.416460295038
258,516,538.294456804569
259,518,521.375637006131
260,520,530.000608195891
261,522,505.358355250129
262,524,518.099654357948
263,526,523.219358362347
264,528,532.227156912205
265,530,513.297993021495
266,532,536.716343264163
267,534,521.871528003255
268,536,536.661900484246
269,538,544.523558886614
270,540,543.270599671771
271,542,552.826335042368
272,544,554.06077110819
273,546,539.490922634022
274,548,550.57056157434
275,550,540.556221935958
276,552,538.782114786074
277,554,563.248259334937
278,556,556.000498490753
279,558,557.450810853906
280,560,569.111272656539
281,562,567.945836974091
282,564,567.502011738745
283,566,578.50251228305
284,568,577.297894585577
285,570,572.397632570586
286,572,565.096388968888
287,574,567.484463582497
288,576,587.921018705313
289,578,561.881696113222
290,580,579.755380633641
291,582,562.511528231011
292,584,594.204980144527
293,586,594.617163023934
294,588,588.011620834835
295,590,589.291627868395
296,592,567.137160792967
297,594,599.811723226759
298,596,574.075650800341
299,598,574.807196933567
300,600,600.799337102984
301,602,592.515190164295
302,604,608.114906214234
303,606,612.76977805684
304,608,616.577325452054
305,610,603.08840874617
306,612,616.493776231669
307,614,615.006333503151
308,616,624.260699984699
309,618,623.361570799259
310,620,628.978884259851
311,622,620.680621320754
312,624,622.527985438487
313,626,636.077734053054
314,628,606.763445375842
315,630,624.95413594486
316,632,619.294055501913
317,634,630.174151972923
318,636,642.486792620486
319,638,646.257271492418
320,640,629.850563573199
321,642,637.289300873168
322,644,645.370248741301
323,646,643.081366242464
324,648,651.01818555261
325,650,653.999309429558
326,652,642.700384410599
327,654,652.231697340708
328,656,634.679054008385
329,658,669.453617105185
330,660,653.709092390058
331,662,649.961500259978
332,664,661.460553165772
333,666,651.713531353679
334,668,667.791423822984
335,670,664.393350034718
336,672,693.777787091842
337,674,685.384653873296
338,676,651.031134968155
339,678,682.413269317276
340,680,666.018621241889
341,682,679.449448201192
342,684,685.644040733187
343,686,693.477340288081
344,688,685.269530505971
345,690,705.763001465461
346,692,687.190628482212
347,694,697.275121208297
348,696,702.647341206276
349,698,698.851885927212
350,700,708.80952785381
351,702,705.232131378476
352,704,696.158538163359
353,706,687.946266486139
354,708,726.585929485557
355,710,703.954699112255
356,712,713.033597223106
357,714,719.63166955146
358,716,717.13596996734
359,718,708.95273787202
360,720,715.322854175481
361,722,720.751100527769
362,724,738.78958491504
363,726,717.39184309993
364,728,735.846684672878
365,730,733.086231399485
366,732,729.661399578708
367,734,723.430272540399
368,736,733.158590453738
369,738,737.133097175407
370,740,725.306049255136
371,742,743.921822448708
372,744,735.777067237098
373,746,745.057594120403
374,748,751.362133409542
375,750,740.953459407532
376,752,749.117436387943
377,754,757.500627575342
378,756,737.641408574957
379,758,768.359759082455
380,760,784.244611449394
381,762,771.59400509408
382,764,760.842280049906
383,766,770.286226798594
384,768,757.640152214866
385,770,788.778654604959
386,772,781.407044033521
387,774,781.873457799352
388,776,767.241257380433
389,778,781.199491343823
390,780,774.417057151491
391,782,778.885705814531
392,784,778.299900833578
393,786,775.742663843713
394,788,778.912544131257
395,790,787.901026659444
396,792,775.011359158274
397,794,800.076005758461
398,796,794.82201710732
399,798,804.991603336442
400,800,802.696486417166
401,802,806.942870553794
402,804,789.168789774841
403,806,795.79735614317
404,808,803.530049892555
405,810,811.096585913276
406,812,823.287364520283
407,814,811.100369592
408,816,828.615507181411
409,818,822.754248117073
410,820,831.741167514937
411,822,823.269470680436
412,824,817.431840710519
413,826,811.186009284212
414,828,829.554889959039
415,830,838.18551368521
416,832,829.074118691656
417,834,828.592135835115
418,836,832.913581847199
419,838,827.034066984745
420,840,835.069901846835
421,842,840.19260643585
422,844,844.458411057137
423,846,845.362168799777
424,848,854.113351940652
425,850,851.093176937749
426,852,870.140154502804
427,854,857.120238283293
428,856,874.044937717242
429,858,850.768785204296
430,860,865.265470377496
431,862,859.397491382939
432,864,870.001425088086
433,866,871.939307956487
434,868,846.139783872518
435,870,856.729568504797
436,872,857.589864023611
437,874,878.018444970398
438,876,890.702012808485
439,878,874.731857712141
440,880,888.123230046408
441,882,887.455401035261
442,884,873.483676904792
443,886,889.974669957953
444,888,880.481052613181
445,890,905.162668966459
446,892,891.674334908055
447,894,910.359996572783
448,896,891.7494150939
449,898,903.894333667182
450,900,899.372087742817
451,902,881.780410699482
452,904,894.178684742209
453,906,912.12511298167
454,908,907.451138700113
455,910,898.812679975473
456,912,905.736214611329
457,914,916.495177405628
458,916,906.069809934504
459,918,927.749502248113
460,920,913.592904932739
461,922,940.088626205193
462,924,913.201337492612
463,926,927.991894440753
464,928,912.78973438231
465,930,922.763688747109
466,932,926.067496849892
467,934,938.013363398188
468,936,945.421333192369
469,938,941.004859675957
470,940,936.26929341369
471,942,950.154885080925
472,944,951.988869921567
473,946,947.202052819564
474,948,953.712476297145
475,950,954.127960103114
476,952,942.130381166485
477,954,961.595683259148
478,956,949.427987009017
479,958,951.960815186238
480,960,961.769468223294
481,962,958.924965301372
482,964,962.681796470841
483,966,971.953576738841
484,968,978.468327843052
485,970,968.020413673882
486,972,975.276781639072
487,974,971.616984954103
488,976,978.295968932203
489,978,982.399979048226
490,980,973.831340711108
491,982,984.748367869117
492,984,990.011020324683
493,986,986.92307951239
494,988,1005.29841391572
495,990,983.914425552617
496,992,984.629402283022
497,994,976.501206936124
498,996,1005.10482579647
499,998,1006.67082552947
500,1000,999.20107160942
501,1002,1010.98475989377
502,1004,1005.83703423091
503,1006,1008.90790134884
504,1008,1009.12944717021
505,1010,1014.39952188872
506,1012,1013.016624437
507,1014,1041.87335227813
508,1016,1004.33334969805
509,1018,999.457009173103
510,1020,1008.5931885533
511,1022,1011.0665654376
512,1024,1019.66390703525
513,1026,1024.31530121725
514,1028,1025.81466439973
515,1030,1035.41334435719
516,1032,1035.89266203843
517,1034,1041.51228984688
518,1036,1053.78255899291
519,1038,1050.23062551734
520,1040,1027.16743895395
521,1042,1018.71045483717
522,1044,1053.01931466952
523,1046,1027.64361316265
524,1048,1048.66756911437
525,1050,1050.35479485838
526,1052,1074.27168078168
527,1054,1053.30785745978
528,1056,1050.92676935385
529,1058,1060.35809672576
530,1060,1062.45804851894
531,1062,1062.70045209417
532,1064,1057.9141948992
533,1066,1053.77406619813
534,1068,1071.16500360798
535,1070,1056.57130763378
536,1072,1061.67815655928
537,1074,1087.31215885065
538,1076,1071.8109680497
539,1078,1076.59678277944
540,1080,1088.99822328897
541,1082,1078.99888994384
542,1084,1094.29365712103
543,1086,1082.54934028433
544,1088,1098.12801864263
545,1090,1096.29334584931
546,1092,1089.86984917359
547,1094,1085.34302691639
548,1096,1085.56891698662
549,1098,1095.29931187352
550,1100,1095.61858644398
551,1102,1097.91325685204
552,1104,1113.83545235206
553,1106,1103.02302855991
554,1108,1119.43678910771
555,1110,1104.68379882493
556,1112,1121.72565728009
557,1114,1108.77749515006
558,1116,1117.76577794642
559,1118,1127.70737823555
560,1120,1115.86027725026
561,1122,1117.61729481795
562,1124,1144.03390610862
563,1126,1135.50993499549
564,1128,1123.67996156272
565,1130,1136.48940737364
566,1132,1128.39923698846
567,1134,1141.05885019349
568,1136,1150.15849068437
569,1138,1121.95484331403
570,1140,1150.28853069002
571,1142,1156.57967780662
572,1144,1144.47471323275
573,1146,1163.46256710118
574,1148,1149.55387514201
575,1150,1137.62880315337
576,1152,1130.06505721165
577,1154,1150.66592932736
578,1156,1163.13543302564
579,1158,1161.17407733234
580,1160,1164.13610390293
581,1162,1156.22914416362
582,1164,1165.44001801404
583,1166,1149.61334270066
584,1168,1160.39910001365
585,1170,1161.8120690375
586,1172,1177.19728888134
587,1174,1173.85839940903
588,1176,1164.44470631713
589,1178,1177.90475083902
590,1180,1173.10189462368
591,1182,1175.33300846399
592,1184,1192.64149421165
593,1186,1187.13419436227
594,1188,1191.98362846166
595,1190,1198.83969890235
596,1192,1193.80257693987
597,1194,1199.50854522057
598,1196,1202.82964276112
599,1198,1209.70608660036
600,1200,1204.75860587278
601,1202,1216.12232686445
602,1204,1204.2260848431
603,1206,1205.5213058978
604,1208,1225.01334654275
605,1210,1204.90288287233
606,1212,1211.97145039856
607,1214,1223.19867079806
608,1216,1217.49808732633
609,1218,1232.04933445677
610,1220,1230.3412153957
611,1222,1224.91570288771
612,1224,1216.22301461688
613,1226,1231.66696097539
614,1228,1214.1737884052
615,1230,1232.4447467559
616,1232,1240.08438803168
617,1234,1236.13041698417
618,1236,1244.79677164233
619,1238,1258.38876251414
620,1240,1249.23932448689
621,1242,1244.66917446596
622,1244,1250.41661506422
623,1246,1250.25485355625
624,1248,1234.85276496513
625,1250,1245.83588780301
626,1252,1264.24687824785
627,1254,1253.56415794454
628,1256,1261.82423277448
629,1258,1247.93499925381
630,1260,1260.64516742311
631,1262,1268.00291949186
632,1264,1250.38485045135
633,1266,1269.4759263196
634,1268,1266.18156781541
635,1270,1260.60465234059
636,1272,1271.62466811181
637,1274,1255.03695506378
638,1276,1254.72023231817
639,1278,1266.23076669285
640,1280,1270.09467779516
641,1282,1270.26967672733
642,1284,1266.74572210471
643,1286,1288.88228089665
644,1288,1272.05816279733
645,1290,1291.10218849223
646,1292,1299.87066676358
647,1294,1293.97773213686
648,1296,1296.93108760059
649,1298,1294.2184294341
650,1300,1285.17323888941
651,1302,1301.56181414642
652,1304,1313.60825211682
653,1306,1323.38244932613
654,1308,1303.69793757574
655,1310,1293.7267726353
656,1312,1313.6634749246
657,1314,1317.76265910451
658,1316,1313.73049535294
659,1318,1306.51087710381
660,1320,1340.24332599544
661,1322,1298.40476489041
662,1324,1318.900279542
663,1326,1312.7837440919
664,1328,1321.6387175034
665,1330,1333.1785141906
666,1332,1333.3804797445
667,1334,1326.89264925189
668,1336,1343.7700352672
669,1338,1344.22393924172
670,1340,1346.47380884516
671,1342,1337.7436831834
672,1344,1354.48580760536
673,1346,1352.60707086367
674,1348,1373.08772473185
675,1350,1360.63459639041
676,1352,1363.56921653327
677,1354,1354.52978827326
678,1356,1343.1161399706
679,1358,1354.28778752502
680,1360,1352.42208083501
681,1362,1356.36031082973
682,1364,1369.55138560002
683,1366,1360.4322193605
684,1368,1359.04886864518
685,1370,1365.90672278366
686,1372,1370.39113233262
687,1374,1378.09334430455
688,1376,1366.4736400288
689,1378,1381.17317472325
690,1380,1380.78020080978
691,1382,1395.2438544916
692,1384,1381.86829513578
693,1386,1384.65521355445
694,1388,1376.2864418208
695,1390,1376.14737316805
696,1392,1395.10508318601
697,1394,1391.50510935526
698,1396,1401.03744055737
699,1398,1389.07338596523
700,1400,1419.08512330358
701,1402,1403.22230700505
702,1404,1414.47033266898
703,1406,1403.73079800676
704,1408,1406.37498058452
705,1410,1416.90051897858
706,1412,1417.55756771412
707,1414,1402.79744998512
708,1416,1400.6730698607
709,1418,1407.02132230459
710,1420,1405.84226678432
711,1422,1422.59570588566
712,1424,1419.88749074468
713,1426,1422.31989266959
714,1428,1414.39036870606
715,1430,1437.79567428735
716,1432,1436.39411111554
717,1434,1433.10377516259
718,1436,1446.21180118014
719,1438,1429.26020534971
720,1440,1444.14700293048
721,1442,1445.48441199952
722,1444,1447.49254416664
723,1446,1438.7075273237
724,1448,1451.26840248763
725,1450,1444.85118367074
726,1452,1443.03553849498
727,1454,1441.96731813585
728,1456,1466.37815639485
729,1458,1449.54055787664
730,1460,1458.27086155741
731,1462,1449.9134794526
732,1464,1461.02873200005
733,1466,1433.6796220406
734,1468,1457.13040770539
735,1470,1455.7356384052
736,1472,1461.85549232295
737,1474,1471.86732811693
738,1476,1472.7465221964
739,1478,1497.44397791966
740,1480,1474.28226781651
741,1482,1479.49967721965
742,1484,1468.30684529659
743,1486,1481.22617336306
744,1488,1474.62023346438
745,1490,1490.30299023788
746,1492,1500.53086767519
747,1494,1498.04253465109
748,1496,1488.99379786582
749,1498,1481.69457107253
750,1500,1514.60013185143
751,1502,1522.50042732938
752,1504,1505.20500599699
753,1506,1496.10098395779
754,1508,1519.97771474315
755,1510,1504.07343781831
756,1512,1507.30190636776
757,1514,1522.86377377073
